1860-69;1870-79;1880-89;1890-99;1900-09;1910-19;1920-29;1930-39;1940-49;1950-59;1960-69
Suomalainen,18;Suomalainen,19;Suomalainen,20;Suomalainen,22;Suomalainen,28;Suomalainen,38;Suomalainen,48;Suomalainen,55;Suomalainen,58;Suomalainen,55;Suomalainen,52
Suominen,1;Suominen,3;Suominen,12;Suominen,32;Suominen,72;Suominen,105;Suominen,125;Suominen,135;Suominen,132;Suominen,125;Suominen,118
Suutari,15;Suutari,16;Suutari,17;Suutari,18;Suutari,22;Suutari,28;Suutari,35;Suutari,40;Suutari,40;Suutari,38;Suutari,35
Syrjänen,12;Syrjänen,13;Syrjänen,14;Syrjänen,15;Syrjänen,18;Syrjänen,22;Syrjänen,28;Syrjänen,32;Syrjänen,32;Syrjänen,30;Syrjänen,28
Tainio,2;Tainio,3;Tainio,5;Tainio,8;Tainio,15;Tainio,22;Tainio,28;Tainio,32;Tainio,32;Tainio,30;Tainio,28
Tammilehto,0;Tammilehto,0;Tammilehto,1;Tammilehto,2;Tammilehto,5;Tammilehto,8;Tammilehto,12;Tammilehto,15;Tammilehto,15;Tammilehto,14;Tammilehto,12
Tamminen,2;Tamminen,5;Tamminen,12;Tamminen,25;Tamminen,48;Tamminen,68;Tamminen,85;Tamminen,95;Tamminen,98;Tamminen,95;Tamminen,90
Tanskanen,18;Tanskanen,19;Tanskanen,20;Tanskanen,22;Tanskanen,25;Tanskanen,32;Tanskanen,42;Tanskanen,48;Tanskanen,48;Tanskanen,45;Tanskanen,42
Tenhunen,15;Tenhunen,16;Tenhunen,17;Tenhunen,18;Tenhunen,22;Tenhunen,28;Tenhunen,35;Tenhunen,40;Tenhunen,40;Tenhunen,38;Tenhunen,35
Tiihonen,20;Tiihonen,21;Tiihonen,22;Tiihonen,24;Tiihonen,28;Tiihonen,35;Tiihonen,42;Tiihonen,48;Tiihonen,48;Tiihonen,45;Tiihonen,42
Tiainen,25;Tiainen,26;Tiainen,27;Tiainen,30;Tiainen,35;Tiainen,45;Tiainen,55;Tiainen,62;Tiainen,65;Tiainen,62;Tiainen,60
Tikkanen,35;Tikkanen,36;Tikkanen,38;Tikkanen,42;Tikkanen,50;Tikkanen,65;Tikkanen,78;Tikkanen,88;Tikkanen,92;Tikkanen,88;Tikkanen,85
Toivonen,2;Toivonen,8;Toivonen,25;Toivonen,55;Toivonen,105;Toivonen,145;Toivonen,165;Toivonen,175;Toivonen,170;Toivonen,162;Toivonen,152
Tolkki,8;Tolkki,8;Tolkki,9;Tolkki,10;Tolkki,12;Tolkki,15;Tolkki,18;Tolkki,20;Tolkki,20;Tolkki,18;Tolkki,15
Tolonen,28;Tolonen,29;Tolonen,30;Tolonen,32;Tolonen,38;Tolonen,48;Tolonen,58;Tolonen,65;Tolonen,68;Tolonen,65;Tolonen,62
Tuominen,1;Tuominen,5;Tuominen,18;Tuominen,45;Tuominen,105;Tuominen,145;Tuominen,172;Tuominen,185;Tuominen,180;Tuominen,172;Tuominen,165
Tuomisto,0;Tuomisto,2;Tuomisto,6;Tuomisto,15;Tuomisto,35;Tuomisto,52;Tuomisto,68;Tuomisto,78;Tuomisto,80;Tuomisto,78;Tuomisto,75
Turpeinen,22;Turpeinen,23;Turpeinen,24;Turpeinen,26;Turpeinen,32;Turpeinen,42;Turpeinen,52;Turpeinen,58;Turpeinen,58;Turpeinen,55;Turpeinen,52
Turunen,45;Turunen,46;Turunen,48;Turunen,52;Turunen,62;Turunen,78;Turunen,95;Turunen,108;Turunen,112;Turunen,108;Turunen,102
Uotila,20;Uotila,21;Uotila,22;Uotila,25;Uotila,35;Uotila,52;Uotila,68;Uotila,78;Uotila,80;Uotila,78;Uotila,75
Vainio,2;Vainio,6;Vainio,15;Vainio,28;Vainio,55;Vainio,85;Vainio,105;Vainio,115;Vainio,115;Vainio,110;Vainio,105
Valtonen,12;Valtonen,15;Valtonen,22;Valtonen,35;Valtonen,55;Valtonen,85;Valtonen,105;Valtonen,115;Valtonen,118;Valtonen,115;Valtonen,110
Vartiainen,25;Vartiainen,26;Vartiainen,28;Vartiainen,32;Vartiainen,38;Vartiainen,48;Vartiainen,58;Vartiainen,65;Vartiainen,65;Vartiainen,62;Vartiainen,60
Vehviläinen,15;Vehviläinen,16;Vehviläinen,17;Vehviläinen,18;Vehviläinen,22;Vehviläinen,28;Vehviläinen,35;Vehviläinen,40;Vehviläinen,40;Vehviläinen,38;Vehviläinen,35
Viitanen,2;Viitanen,6;Viitanen,15;Viitanen,32;Viitanen,62;Viitanen,85;Viitanen,105;Viitanen,115;Viitanen,115;Viitanen,110;Viitanen,105
Virkkunen,12;Virkkunen,13;Virkkunen,15;Virkkunen,20;Virkkunen,25;Virkkunen,32;Virkkunen,38;Virkkunen,45;Virkkunen,45;Virkkunen,42;Virkkunen,40
Virtanen,0;Virtanen,1;Virtanen,25;Virtanen,75;Virtanen,175;Virtanen,225;Virtanen,255;Virtanen,275;Virtanen,265;Virtanen,250;Virtanen,235
Voutilainen,28;Voutilainen,29;Voutilainen,30;Voutilainen,32;Voutilainen,38;Voutilainen,48;Voutilainen,58;Voutilainen,65;Voutilainen,68;Voutilainen,65;Voutilainen,62
Vuorela,0;Vuorela,0;Vuorela,2;Vuorela,6;Vuorela,18;Vuorela,32;Vuorela,42;Vuorela,48;Vuorela,48;Vuorela,45;Vuorela,42
Vuorinen,2;Vuorinen,8;Vuorinen,22;Vuorinen,48;Vuorinen,85;Vuorinen,115;Vuorinen,135;Vuorinen,148;Vuorinen,150;Vuorinen,145;Vuorinen,138
Väisänen,45;Väisänen,46;Väisänen,48;Väisänen,52;Väisänen,65;Väisänen,82;Väisänen,98;Väisänen,110;Väisänen,115;Väisänen,112;Väisänen,108
Ylitalo,10;Ylitalo,11;Ylitalo,12;Ylitalo,15;Ylitalo,22;Ylitalo,32;Ylitalo,42;Ylitalo,48;Ylitalo,52;Ylitalo,50;Ylitalo,48
Ylinen,12;Ylinen,13;Ylinen,14;Ylinen,16;Ylinen,22;Ylinen,32;Ylinen,42;Ylinen,48;Ylinen,48;Ylinen,45;Ylinen,42
Äijälä,8;Äijälä,8;Äijälä,9;Äijälä,10;Äijälä,12;Äijälä,15;Äijälä,18;Äijälä,20;Äijälä,20;Äijälä,18;Äijälä,16
Österman,15;Österman,14;Österman,12;Österman,8;Österman,5;Österman,3;Österman,2;Österman,1;Österman,1;Österman,0;Österman,0
